munid,provinceId,districtId,HLCIT CODE,Municipality,Pcode,District,Province,0_14,15_49,50+,Total
256,3,23,524 3 23 3 003,Barhabise Nagarpalika,NP,Sindhupalchok,Bagmati Province,"11,499","18,176","5,177","34,852"
29,1,4,524 1 04 4 005,Barhadashi Gaunpalika,NP,Jhapa,Province 1,"17,778","17,976","5,092","40,846"
452,4,42,524 4 45 4 003,Barhagaun Muktikhsetra Gaunpalika,NP,Mustang,Gandaki Province,"13,282","16,781","5,010","35,073"
161,2,16,524 2 16 4 005,Bariyarpatti Gaunpalika,NP,Siraha,Province 2,"10,398","16,326","4,454","31,178"
61,1,6,524 1 06 4 006,Barju Gaunpalika,NP,Sunsari,Province 1,1,1,1,1
212,2,19,524 2 19 4 001,Basbariya Gaunpalika,NP,Sarlahi,Province 2,"8,674","11,589","4,537","24,800"
177,2,17,524 2 17 4 001,Bateshwor Gaunpalika,NP,Dhanusha,Province 2,"7,213","10,608","4,257","22,078"
345,2,32,524 2 32 3 010,Baudhimai Nagarpalika,NP,Rautahat,Province 2,"10,882","19,998","5,739","36,619"
729,7,72,524 7 72 3 003,Bedkot Nagarpalika,NP,Kanchanpur,Sudurpaschim Province,"6,456","8,675","3,629","18,760"
131,1,14,524 1 14 3 004,Belaka Nagarpalika,NP,Udayapur,Province 1,"6,020","9,147","3,155","18,322"
730,7,72,524 7 72 3 006,Belauri Nagarpalika,NP,Kanchanpur,Sudurpaschim Province,"6,503","10,762","4,271","21,536"
43,1,5,524 1 05 3 003,Belbari Nagarpalika,NP,Morang,Province 1,"6,310","9,214","3,759","19,283"
